Excipient_CID,Excipient_Smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,RingCount,FractionCSP3,HeavyAtomCount,fr_NH2,fr_NH1,fr_ester,fr_amide,fr_aldehyde,fr_ketone,fr_phenol,fr_ether,fr_epoxide,fr_halogen,fr_COO
174,C(CO)O,62.068,-1.029,40.46,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,CC(=O)C,58.08,0.5953,17.07,0.0,1.0,0.0,0.0,0.0,0.6666667,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,N,17.031,0.162,35.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,C1=CC=C(C=C1)CO,108.14,1.1789,20.23,1.0,1.0,1.0,1.0,1.0,0.14285715,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,CCCC=O,72.107,0.9854,17.07,0.0,1.0,2.0,0.0,0.0,0.75,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,CCCCO,74.123,0.7788,20.23,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,C(=O)O,46.025,-0.2992,37.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,342.297,-5.3972,189.53,8.0,11.0,4.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.123,-1.2485,132.13,4.0,4.0,5.0,0.0,0.0,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
342,CC1=CC(=CC=C1)O,108.14,1.70062,20.23,1.0,1.0,0.0,1.0,1.0,0.14285715,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
379,CCCCCCCC(=O)O,144.214,2.4315,37.3,1.0,1.0,6.0,0.0,0.0,0.875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,C(C(C(=O)O)O)C(=O)O,134.087,-1.0934,94.83,3.0,3.0,3.0,0.0,0.0,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
679,CS(=O)C,78.136,-0.0053,17.07,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,CCO,46.069,-0.0014,20.23,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,C=O,30.026,-0.1849,17.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,C(C(C=O)O)O,90.078,-1.4615,57.53,2.0,3.0,2.0,0.0,0.0,0.6666667,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
753,C(C(CO)O)O,92.094,-1.6681,60.69,3.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,C(C(=O)O)O,76.051,-0.9367,57.53,2.0,2.0,1.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
784,OO,34.014,0.0174,40.46,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,II,253.808,1.7714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
872,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,342.297,-5.3972,189.53,8.0,11.0,4.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
875,C(C(C(=O)O)O)(C(=O)O)O,150.086,-2.1226,115.06,4.0,4.0,3.0,0.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
887,CO,32.042,-0.3915,20.23,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,[N+](=O)([O-])[O-],62.004,-0.2391,66.2,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,O=O,31.998,0.067,34.14,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,CCCCCCCCCCCCCCCC(=O)O,256.43,5.5523,37.3,1.0,1.0,14.0,0.0,0.0,0.9375,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
996,C1=CC=C(C=C1)O,94.113,1.3922,20.23,1.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1030,CC(CO)O,76.095,-0.6405,40.46,2.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,[O-]P(=O)([O-])[O-],94.97,-2.8246,86.25,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,C(CC(=O)O)C(=O)O,118.088,-0.0642,74.6,2.0,2.0,3.0,0.0,0.0,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1117,[O-]S(=O)(=O)[O-],96.063,-1.338,80.26,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,OS(=O)(=O)O,98.079,-0.6528,74.6,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,C(=O)(N)N,60.056,-0.9762,69.11,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,COC1=C(C=CC(=C1)C=O)O,152.149,1.2133,46.53,1.0,3.0,2.0,1.0,1.0,0.125,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1254,CC1CCC(C(C1)O)C(C)C,156.269,2.4395,20.23,1.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,CN1C=C(N=C1C(=O)NC2=CN(C(=N2)C(=O)NC3=CN(C(=N3)C(=O)NCC[NH+](C)C)C)C)NC=O,486.517,-2.1657,174.3,5.0,7.0,10.0,3.0,3.0,0.35,35.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,CC1=C(C=CC(=C1)O)Cl,142.585,2.35402,20.23,1.0,1.0,0.0,1.0,1.0,0.14285715,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2537,CC1(C2CCC1(C(=O)C2)C)C,152.237,2.4017,17.07,0.0,1.0,0.0,0.0,2.0,0.9,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2682,CCCCCCCCCCCCCCCCO,242.447,5.46,20.23,1.0,1.0,14.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,278.348,3.6004,52.6,0.0,4.0,8.0,1.0,1.0,0.5,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3259,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,835.895,6.0842,75.99,2.0,5.0,0.0,3.0,5.0,0.05,29.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
3705,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)O)O,422.396,1.684,174.19,4.0,7.0,3.0,3.0,4.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3776,CC(C)O,60.096,0.3871,20.23,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4093,CC(=C)C(=O)O,86.09,0.6471,37.3,1.0,1.0,1.0,0.0,0.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,318.328,3.5601,66.76,2.0,4.0,2.0,3.0,4.0,0.05,24.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
4873,[Cl-].[K+],74.551,-5.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4947,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,212.201,1.3702,86.99,3.0,5.0,3.0,1.0,1.0,0.3,15.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,183.188,0.1187,63.24,1.0,3.0,0.0,1.0,2.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5234,[Na+].[Cl-],58.443,-5.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5281,CCCCCCCCCCCCCCCCCC(=O)O,284.484,6.3325,37.3,1.0,1.0,16.0,0.0,0.0,0.9444444,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5541,CC(=O)OCC(COC(=O)C)OC(=O)C,218.205,0.0443,78.9,0.0,6.0,5.0,0.0,0.0,0.6666667,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,334.332,-1.6512,146.89,3.0,8.0,3.0,0.0,4.0,0.53333336,24.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
5780,C(C(C(C(C(CO)O)O)O)O)O,182.172,-3.5854,121.38,6.0,6.0,5.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],323.132,0.909,112.7,3.0,5.0,6.0,1.0,1.0,0.36363637,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5988,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,342.297,-5.3956,189.53,8.0,11.0,5.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
5997,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,386.664,7.3887,20.23,1.0,1.0,5.0,0.0,4.0,0.9259259,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6049,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,292.244,-2.0712,155.68,4.0,6.0,11.0,0.0,0.0,0.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6106,CC(C)CC(C(=O)O)N,131.175,0.4444,63.32,2.0,2.0,3.0,0.0,0.0,0.8333333,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6134,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,342.297,-5.3972,189.53,8.0,11.0,4.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
6144,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+],380.172,-19.394,167.0,0.0,10.0,11.0,0.0,0.0,0.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
6224,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],258.069,-14.2406,140.62,1.0,7.0,5.0,0.0,0.0,0.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6251,C(C(C(C(C(CO)O)O)O)O)O,182.172,-3.5854,121.38,6.0,6.0,5.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6255,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,342.297,-5.3972,189.53,8.0,11.0,4.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
6344,C(Cl)Cl,84.933,1.4215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6354,C1CO1,44.053,0.0166,12.53,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6375,C[N+](=O)[O-],61.04,-0.1071,43.14,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,276.285,0.187,99.13,1.0,7.0,8.0,0.0,0.0,0.75,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
6581,C=CC(=O)O,72.063,0.257,37.3,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6587,CC[N+](=O)[O-],75.067,0.283,43.14,0.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6635,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,303.166,3.7611,43.37,0.0,3.0,3.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6658,CC(=C)C(=O)OC,100.117,0.7355,26.3,0.0,2.0,1.0,0.0,0.0,0.4,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6731,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,273.291,3.3976,47.03,0.0,3.0,1.0,3.0,4.0,0.055555556,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6781,CCOC(=O)C1=CC=CC=C1C(=O)OCC,222.24,2.04,52.6,0.0,4.0,4.0,1.0,1.0,0.33333334,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
6912,C(C(C(C(CO)O)O)O)O,152.146,-2.9463,101.15,5.0,5.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6917,C=CN1CCCC1=O,111.144,0.7523,20.31,0.0,1.0,1.0,0.0,1.0,0.5,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6932,CC(C)(C)C1=C(C=CC(=C1)O)OC,180.247,2.6983,29.46,1.0,2.0,1.0,1.0,1.0,0.45454547,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6989,CC1=CC(=C(C=C1)C(C)C)O,150.221,2.82402,20.23,1.0,1.0,1.0,1.0,1.0,0.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7175,CCCOC(=O)C1=CC=C(C=C1)O,180.203,1.959,46.53,1.0,3.0,3.0,1.0,1.0,0.3,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7439,CC1=CCC(CC1=O)C(=C)C,150.221,2.4879,17.07,0.0,1.0,1.0,0.0,1.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7456,COC(=O)C1=CC=C(C=C1)O,152.149,1.1788,46.53,1.0,3.0,1.0,1.0,1.0,0.125,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7903,CCC[N+](=O)[O-],89.094,0.6731,43.14,0.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7904,CC(=O)OC=C,86.09,0.693,26.3,0.0,2.0,1.0,0.0,0.0,0.25,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7923,C1=CC(=O)OC1=O,98.057,-0.374,43.37,0.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7986,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,314.466,4.7938,52.6,0.0,4.0,15.0,0.0,0.0,0.8888889,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8146,CCOCCOCCO,134.175,0.0318,38.69,1.0,3.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8314,CCC(C)C(=O)O,102.133,1.1171,37.3,1.0,1.0,2.0,0.0,0.0,0.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8434,CCOC(=O)C1=CC=C(C=C1)O,166.176,1.5689,46.53,1.0,3.0,2.0,1.0,1.0,0.22222222,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8456,CC(C)(C)C1=C(C=CC(=C1)OC)O,180.247,2.6983,29.46,1.0,2.0,1.0,1.0,1.0,0.45454547,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8567,CNCC(C(C(C(CO)O)O)O)O,195.215,-3.3583,113.18,6.0,6.0,6.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8578,CC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)N,261.328,5.14582,50.74,1.0,3.0,2.0,3.0,3.0,0.05882353,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8753,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],339.995,3.1879,0.0,0.0,0.0,13.0,1.0,1.0,0.71428573,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9290,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2],430.372,-10.0364,282.56,10.0,14.0,10.0,0.0,0.0,0.8333333,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10112,C(=O)([O-])[O-].[Ca+2],100.086,-2.8278,63.19,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10340,C(=O)([O-])[O-].[Na+].[Na+],105.988,-8.439,63.19,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10608,C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)[O-])C(=O)[O-].[Na+].[Na+],376.275,-3.9901,93.4,0.0,5.0,2.0,2.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10960,CC(=O)OCCO,104.105,-0.4582,46.53,1.0,3.0,2.0,0.0,0.0,0.75,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11029,C(=O)([O-])[O-].[Mg+2],84.313,-2.8278,63.19,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11177,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],591.257,9.6148,80.26,0.0,4.0,32.0,0.0,0.0,0.9444444,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11178,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Zn+2],632.342,9.9931,80.26,0.0,4.0,32.0,0.0,0.0,0.9444444,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11199,C=CO,44.053,0.6879,20.23,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11339,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,422.584,4.1521,106.97,1.0,6.0,16.0,0.0,0.0,0.9,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
12449,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],482.646,4.9586,83.68,1.0,4.0,7.0,2.0,3.0,0.2962963,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13136,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],498.432,-11.6476,281.24,2.0,14.0,10.0,0.0,0.0,0.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
13144,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],218.218,-4.1466,120.72,2.0,6.0,2.0,0.0,0.0,0.6666667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
14778,O=[Ca],56.077,-0.4996,17.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14781,[OH-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],502.307,-10.5546,288.75,0.0,13.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14789,O[Fe]=O.O[Fe]=O.[Fe],233.547,-1.3591,74.6,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14792,O=[Mg],40.304,-0.4996,17.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14793,O=[Pb]=O,239.198,-0.6184,34.14,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14797,[OH-].[K+],56.105,-3.1728,30.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14798,[OH-].[Na+],39.997,-3.1728,30.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14806,O=[Zn],81.389,-0.1213,17.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14915,O=[Cr](=O)=O,99.993,-0.3589,51.21,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14923,[NH4+].[OH-],35.046,0.1994,66.5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14945,O=[Fe],71.844,-0.1213,17.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14950,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,492.389,-1.19408,242.51,9.0,12.0,3.0,2.0,4.0,0.3181818,35.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0
15324,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],607.03,9.6148,80.26,0.0,4.0,32.0,0.0,0.0,0.9444444,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
17466,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+],604.483,-6.1617,216.55,1.0,12.0,5.0,4.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17730,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+],452.377,-3.223,159.35,1.0,9.0,4.0,3.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
